promoter,sp,codon,scaffold_base,propeptide,nglyc,cai,mfe,chaperone_load,promoter_sp_prior,esm_pLDDT,top20_cai,top20_mfe,top20_chaperone_load,top20_promoter_sp_prior,top20_esm,concordance_n5,composite_v1
PamyB,SPamyB,high_gc,glaA_KRGGG_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.4000,0.9709,89.5800,1,1,0,1,1,4,0.7825
PamyB,SPamyB,cai_max,glaA_KR_3xAla,none,nglyc_native,1.0000,-13.3000,13.5000,0.9709,89.5800,1,1,0,1,1,4,0.7807
PamyB,SPamyB,cai_max,glaA_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.5000,0.9709,89.5800,1,1,0,1,1,4,0.7807
PamyB,SPamyB,high_gc,glaA_KR_3xAla,none,nglyc_native,1.0000,-13.3000,13.5000,0.9709,89.5800,1,1,0,1,1,4,0.7807
PamyB,SPamyB,high_gc,glaA_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.5000,0.9709,89.5800,1,1,0,1,1,4,0.7807
PamyB,SPamyB,cai_max,tandem_KEX2_pts1ok,none,nglyc_native,1.0000,-13.3000,14.4000,0.9709,89.7500,1,1,0,1,1,4,0.7797
PamyB,SPamyB,cai_max,tandem_KEX2_pts1ok,none,nglyc_ablated,1.0000,-13.3000,14.4000,0.9709,89.7500,1,1,0,1,1,4,0.7797
PamyB,SPamyB,high_gc,tandem_KEX2_pts1ok,none,nglyc_native,1.0000,-13.3000,14.4000,0.9709,89.7500,1,1,0,1,1,4,0.7797
PamyB,SPamyB,high_gc,tandem_KEX2_pts1ok,none,nglyc_ablated,1.0000,-13.3000,14.4000,0.9709,89.7500,1,1,0,1,1,4,0.7797
PglaA,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_native,0.6618,-17.8000,3.6000,0.8500,89.4900,0,1,1,1,1,4,0.7789
PglaA,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_ablated,0.6618,-17.8000,3.6000,0.8500,89.4900,0,1,1,1,1,4,0.7789
PglaA,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_native,0.6618,-18.0000,3.6000,0.8252,89.5800,0,1,1,1,1,4,0.7782
PglaA,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_ablated,0.6618,-18.0000,3.6000,0.8252,89.5800,0,1,1,1,1,4,0.7782
PglaA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.1800,1,1,1,0,1,4,0.7740
PglaA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.1800,1,1,1,0,1,4,0.7740
PglaA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.1800,1,1,1,0,1,4,0.7740
PglaA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.1800,1,1,1,0,1,4,0.7740
PglaA,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,0.8500,89.4400,0,1,1,1,1,4,0.7725
PglaA,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,0.8500,89.4400,0,1,1,1,1,4,0.7725
PglaA,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,0.8500,89.3800,0,1,1,1,1,4,0.7671
PglaA,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,0.8500,89.3800,0,1,1,1,1,4,0.7671
PenoA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.3900,1,1,1,0,1,4,0.7640
PenoA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.3900,1,1,1,0,1,4,0.7640
PenoA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.3900,1,1,1,0,1,4,0.7640
PenoA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.3900,1,1,1,0,1,4,0.7640
PglaA,SPamyB,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.6618,-18.0000,3.7000,0.8252,89.4300,0,1,1,1,1,4,0.7628
PglaA,SPamyB,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-18.0000,3.7000,0.8252,89.4300,0,1,1,1,1,4,0.7628
PenoA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.3500,1,1,1,0,1,4,0.7604
PenoA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.3500,1,1,1,0,1,4,0.7604
PenoA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.3500,1,1,1,0,1,4,0.7604
PenoA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.3500,1,1,1,0,1,4,0.7604
PamyB,SPamyB,low_gc,direct_his6_pts1ok,none,nglyc_native,0.3832,-18.0000,3.6000,0.9709,89.8500,0,1,1,1,1,4,0.7570
PamyB,SPamyB,low_gc,direct_his6_pts1ok,none,nglyc_ablated,0.3832,-18.0000,3.6000,0.9709,89.8500,0,1,1,1,1,4,0.7570
PamyB,SPamyB_pro,low_gc,direct_his6_pts1ok,none,nglyc_native,0.3832,-17.8000,3.6000,1.0000,89.7200,0,1,1,1,1,4,0.7553
PamyB,SPamyB_pro,low_gc,direct_his6_pts1ok,none,nglyc_ablated,0.3832,-17.8000,3.6000,1.0000,89.7200,0,1,1,1,1,4,0.7553
PtefI,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.3900,1,1,1,0,1,4,0.7543
PtefI,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.3900,1,1,1,0,1,4,0.7543
PtefI,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.3900,1,1,1,0,1,4,0.7543
PtefI,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.3900,1,1,1,0,1,4,0.7543
PglaA,SPamyB,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.6618,-18.0000,3.7000,0.8252,89.3300,0,1,1,1,1,4,0.7538
PglaA,SPamyB,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-18.0000,3.7000,0.8252,89.3300,0,1,1,1,1,4,0.7538
PglaA,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,0.8500,89.2200,0,1,1,1,1,4,0.7526
PglaA,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,0.8500,89.2200,0,1,1,1,1,4,0.7526
PamyB,SPamyB,cai_max,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.8000,0.9709,89.3300,1,1,0,1,1,4,0.7526
PamyB,SPamyB,cai_max,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.8000,0.9709,89.3300,1,1,0,1,1,4,0.7526
PamyB,SPamyB,high_gc,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.8000,0.9709,89.3300,1,1,0,1,1,4,0.7526
PamyB,SPamyB,high_gc,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.8000,0.9709,89.3300,1,1,0,1,1,4,0.7526
PamyB,SPamyB,cai_max,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.9000,0.9709,89.3300,1,1,0,1,1,4,0.7508
PamyB,SPamyB,cai_max,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.9000,0.9709,89.3300,1,1,0,1,1,4,0.7508
PamyB,SPamyB,high_gc,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.9000,0.9709,89.3300,1,1,0,1,1,4,0.7508
PamyB,SPamyB,high_gc,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.9000,0.9709,89.3300,1,1,0,1,1,4,0.7508
PtefI,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.3500,1,1,1,0,1,4,0.7507
PtefI,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.3500,1,1,1,0,1,4,0.7507
PtefI,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.3500,1,1,1,0,1,4,0.7507
PtefI,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.3500,1,1,1,0,1,4,0.7507
PamyB,SPamyB_pro,low_gc,direct_natag_pts1ok,none,nglyc_native,0.3832,-17.8000,3.6000,1.0000,89.6400,0,1,1,1,1,4,0.7481
PamyB,SPamyB_pro,low_gc,direct_natag_pts1ok,none,nglyc_ablated,0.3832,-17.8000,3.6000,1.0000,89.6400,0,1,1,1,1,4,0.7481
PamyB,SPamyB,low_gc,direct_natag_pts1ok,none,nglyc_native,0.3832,-18.0000,3.6000,0.9709,89.7500,0,1,1,1,1,4,0.7479
PamyB,SPamyB,low_gc,direct_natag_pts1ok,none,nglyc_ablated,0.3832,-18.0000,3.6000,0.9709,89.7500,0,1,1,1,1,4,0.7479
PglaA,SPamyB,cai_max,glaA_KRGGG_pts1ok,none,nglyc_native,1.0000,-13.3000,13.7000,0.8252,89.7500,1,1,0,1,1,4,0.7478
PglaA,SPamyB,cai_max,glaA_KRGGG_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.7000,0.8252,89.7500,1,1,0,1,1,4,0.7478
PglaA,SPamyB,high_gc,glaA_KRGGG_pts1ok,none,nglyc_native,1.0000,-13.3000,13.7000,0.8252,89.7500,1,1,0,1,1,4,0.7478
PglaA,SPamyB,high_gc,glaA_KRGGG_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.7000,0.8252,89.7500,1,1,0,1,1,4,0.7478
PglaA,SPamyB,cai_max,glaA_KR_pts1ok,none,nglyc_native,1.0000,-13.3000,13.8000,0.8252,89.7500,1,1,0,1,1,4,0.7460
PglaA,SPamyB,cai_max,glaA_KR_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.8000,0.8252,89.7500,1,1,0,1,1,4,0.7460
PglaA,SPamyB,high_gc,glaA_KR_pts1ok,none,nglyc_native,1.0000,-13.3000,13.8000,0.8252,89.7500,1,1,0,1,1,4,0.7460
PglaA,SPamyB,high_gc,glaA_KR_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.8000,0.8252,89.7500,1,1,0,1,1,4,0.7460
PenoA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.1800,1,1,1,0,1,4,0.7450
PenoA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.1800,1,1,1,0,1,4,0.7450
PenoA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.4417,89.1800,1,1,1,0,1,4,0.7450
PenoA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4417,89.1800,1,1,1,0,1,4,0.7450
PnmtA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.3900,1,1,1,0,1,4,0.7447
PnmtA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.3900,1,1,1,0,1,4,0.7447
PnmtA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.3900,1,1,1,0,1,4,0.7447
PnmtA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.3900,1,1,1,0,1,4,0.7447
PnmtA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.3500,1,1,1,0,1,4,0.7410
PnmtA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.3500,1,1,1,0,1,4,0.7410
PnmtA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.3500,1,1,1,0,1,4,0.7410
PnmtA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.3500,1,1,1,0,1,4,0.7410
PamyB,SPamyB,cai_max,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,14.5000,0.9709,89.3300,1,1,0,1,1,4,0.7399
PamyB,SPamyB,cai_max,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,14.5000,0.9709,89.3300,1,1,0,1,1,4,0.7399
PamyB,SPamyB,high_gc,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,14.5000,0.9709,89.3300,1,1,0,1,1,4,0.7399
PamyB,SPamyB,high_gc,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,14.5000,0.9709,89.3300,1,1,0,1,1,4,0.7399
PglaA,SPamyB,cai_max,glaA_KRGGG_3xAla,none,nglyc_native,1.0000,-13.3000,13.4000,0.8252,89.5800,1,1,0,1,1,4,0.7379
PglaA,SPamyB,cai_max,glaA_KRGGG_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.4000,0.8252,89.5800,1,1,0,1,1,4,0.7379
PglaA,SPamyB,high_gc,glaA_KRGGG_3xAla,none,nglyc_native,1.0000,-13.3000,13.4000,0.8252,89.5800,1,1,0,1,1,4,0.7379
PglaA,SPamyB,high_gc,glaA_KRGGG_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.4000,0.8252,89.5800,1,1,0,1,1,4,0.7379
PglaA,SPamyB,cai_max,glaA_KR_3xAla,none,nglyc_native,1.0000,-13.3000,13.5000,0.8252,89.5800,1,1,0,1,1,4,0.7360
PglaA,SPamyB,cai_max,glaA_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.5000,0.8252,89.5800,1,1,0,1,1,4,0.7360
PglaA,SPamyB,high_gc,glaA_KR_3xAla,none,nglyc_native,1.0000,-13.3000,13.5000,0.8252,89.5800,1,1,0,1,1,4,0.7360
PglaA,SPamyB,high_gc,glaA_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.5000,0.8252,89.5800,1,1,0,1,1,4,0.7360
PtefI,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.1800,1,1,1,0,1,4,0.7353
PtefI,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.1800,1,1,1,0,1,4,0.7353
PtefI,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.4102,89.1800,1,1,1,0,1,4,0.7353
PtefI,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.4102,89.1800,1,1,1,0,1,4,0.7353
PglaA,SPamyB,cai_max,tandem_KEX2_pts1ok,none,nglyc_native,1.0000,-13.3000,14.4000,0.8252,89.7500,1,1,0,1,1,4,0.7351
PglaA,SPamyB,cai_max,tandem_KEX2_pts1ok,none,nglyc_ablated,1.0000,-13.3000,14.4000,0.8252,89.7500,1,1,0,1,1,4,0.7351
PglaA,SPamyB,high_gc,tandem_KEX2_pts1ok,none,nglyc_native,1.0000,-13.3000,14.4000,0.8252,89.7500,1,1,0,1,1,4,0.7351
PglaA,SPamyB,high_gc,tandem_KEX2_pts1ok,none,nglyc_ablated,1.0000,-13.3000,14.4000,0.8252,89.7500,1,1,0,1,1,4,0.7351
PgpdA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.3900,1,1,1,0,1,4,0.7350
PgpdA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.3900,1,1,1,0,1,4,0.7350
PgpdA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.3900,1,1,1,0,1,4,0.7350
PgpdA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.3900,1,1,1,0,1,4,0.7350
PamyB,SPamyB_pro,low_gc,direct_3xAla_pts1blk,none,nglyc_native,0.3832,-17.8000,3.6000,1.0000,89.4900,0,1,1,1,1,4,0.7345
PamyB,SPamyB_pro,low_gc,direct_3xAla_pts1blk,none,nglyc_ablated,0.3832,-17.8000,3.6000,1.0000,89.4900,0,1,1,1,1,4,0.7345
PamyB,SPamyB,low_gc,direct_3xAla_pts1blk,none,nglyc_native,0.3832,-18.0000,3.6000,0.9709,89.5800,0,1,1,1,1,4,0.7325
PamyB,SPamyB,low_gc,direct_3xAla_pts1blk,none,nglyc_ablated,0.3832,-18.0000,3.6000,0.9709,89.5800,0,1,1,1,1,4,0.7325
PgpdA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.3500,1,1,1,0,1,4,0.7314
PgpdA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.3500,1,1,1,0,1,4,0.7314
PgpdA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.3500,1,1,1,0,1,4,0.7314
PgpdA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.3500,1,1,1,0,1,4,0.7314
PamyB,SPpepO,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.8300,1,1,1,1,0,4,0.7301
PamyB,SPpepO,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.8300,1,1,1,1,0,4,0.7301
PamyB,SPpepO,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.8300,1,1,1,1,0,4,0.7301
PamyB,SPpepO,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.8300,1,1,1,1,0,4,0.7301
PamyB,SPamyB_pro,low_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.3832,-17.8000,3.7000,1.0000,89.4400,0,1,1,1,1,4,0.7281
PamyB,SPamyB_pro,low_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.3832,-17.8000,3.7000,1.0000,89.4400,0,1,1,1,1,4,0.7281
PamyB,SPpepO,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.7900,1,1,1,1,0,4,0.7265
PamyB,SPpepO,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.7900,1,1,1,1,0,4,0.7265
PamyB,SPpepO,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.7900,1,1,1,1,0,4,0.7265
PamyB,SPpepO,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.7900,1,1,1,1,0,4,0.7265
PnmtA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.1800,1,1,1,0,1,4,0.7257
PnmtA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.1800,1,1,1,0,1,4,0.7257
PnmtA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.3786,89.1800,1,1,1,0,1,4,0.7257
PnmtA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3786,89.1800,1,1,1,0,1,4,0.7257
PamyB,SPamyB_pro,low_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.3832,-17.8000,3.7000,1.0000,89.3800,0,1,1,1,1,4,0.7227
PamyB,SPamyB_pro,low_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.3832,-17.8000,3.7000,1.0000,89.3800,0,1,1,1,1,4,0.7227
PamyB,SPamyB,low_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.3832,-18.0000,3.7000,0.9709,89.4300,0,1,1,1,1,4,0.7171
PamyB,SPamyB,low_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.3832,-18.0000,3.7000,0.9709,89.4300,0,1,1,1,1,4,0.7171
PgpdA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.1800,1,1,1,0,1,4,0.7160
PgpdA,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.1800,1,1,1,0,1,4,0.7160
PgpdA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.3471,89.1800,1,1,1,0,1,4,0.7160
PgpdA,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.3471,89.1800,1,1,1,0,1,4,0.7160
PamyB,SPpepO,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.6400,1,1,1,1,0,4,0.7129
PamyB,SPpepO,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.6400,1,1,1,1,0,4,0.7129
PamyB,SPpepO,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-17.6000,3.7000,0.8252,87.6400,1,1,1,1,0,4,0.7129
PamyB,SPpepO,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-17.6000,3.7000,0.8252,87.6400,1,1,1,1,0,4,0.7129
PglaA,SPamyB,low_gc,direct_his6_pts1ok,none,nglyc_native,0.3832,-18.0000,3.6000,0.8252,89.8500,0,1,1,1,1,4,0.7123
PglaA,SPamyB,low_gc,direct_his6_pts1ok,none,nglyc_ablated,0.3832,-18.0000,3.6000,0.8252,89.8500,0,1,1,1,1,4,0.7123
PglaA,SPamyB_pro,low_gc,direct_his6_pts1ok,none,nglyc_native,0.3832,-17.8000,3.6000,0.8500,89.7200,0,1,1,1,1,4,0.7094
PglaA,SPamyB_pro,low_gc,direct_his6_pts1ok,none,nglyc_ablated,0.3832,-17.8000,3.6000,0.8500,89.7200,0,1,1,1,1,4,0.7094
PamyB,SPamyB_pro,low_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,0.3832,-17.8000,3.7000,1.0000,89.2200,0,1,1,1,1,4,0.7082
PamyB,SPamyB_pro,low_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,0.3832,-17.8000,3.7000,1.0000,89.2200,0,1,1,1,1,4,0.7082
PamyB,SPamyB,low_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.3832,-18.0000,3.7000,0.9709,89.3300,0,1,1,1,1,4,0.7081
PamyB,SPamyB,low_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.3832,-18.0000,3.7000,0.9709,89.3300,0,1,1,1,1,4,0.7081
PglaA,SPamyB,cai_max,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.8000,0.8252,89.3300,1,1,0,1,1,4,0.7080
PglaA,SPamyB,cai_max,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.8000,0.8252,89.3300,1,1,0,1,1,4,0.7080
PglaA,SPamyB,high_gc,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.8000,0.8252,89.3300,1,1,0,1,1,4,0.7080
PglaA,SPamyB,high_gc,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.8000,0.8252,89.3300,1,1,0,1,1,4,0.7080
PglaA,SPamyB,cai_max,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.9000,0.8252,89.3300,1,1,0,1,1,4,0.7061
PglaA,SPamyB,cai_max,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.9000,0.8252,89.3300,1,1,0,1,1,4,0.7061
PglaA,SPamyB,high_gc,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,13.9000,0.8252,89.3300,1,1,0,1,1,4,0.7061
PglaA,SPamyB,high_gc,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,13.9000,0.8252,89.3300,1,1,0,1,1,4,0.7061
PglaA,SPamyB,low_gc,direct_natag_pts1ok,none,nglyc_native,0.3832,-18.0000,3.6000,0.8252,89.7500,0,1,1,1,1,4,0.7033
PglaA,SPamyB,low_gc,direct_natag_pts1ok,none,nglyc_ablated,0.3832,-18.0000,3.6000,0.8252,89.7500,0,1,1,1,1,4,0.7033
PglaA,SPamyB_pro,low_gc,direct_natag_pts1ok,none,nglyc_native,0.3832,-17.8000,3.6000,0.8500,89.6400,0,1,1,1,1,4,0.7021
PglaA,SPamyB_pro,low_gc,direct_natag_pts1ok,none,nglyc_ablated,0.3832,-17.8000,3.6000,0.8500,89.6400,0,1,1,1,1,4,0.7021
PglaA,SPamyB,cai_max,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,14.5000,0.8252,89.3300,1,1,0,1,1,4,0.6952
PglaA,SPamyB,cai_max,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,14.5000,0.8252,89.3300,1,1,0,1,1,4,0.6952
PglaA,SPamyB,high_gc,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,14.5000,0.8252,89.3300,1,1,0,1,1,4,0.6952
PglaA,SPamyB,high_gc,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,14.5000,0.8252,89.3300,1,1,0,1,1,4,0.6952
